Date,Location,WindGustSpeed,Humidity3pm
19/12/14,MountGinini,59,45
20/12/14,MountGinini,26,52
21/12/14,MountGinini,33,44
22/12/14,MountGinini,46,80
23/12/14,MountGinini,43,72
24/12/14,MountGinini,31,96
25/12/14,MountGinini,48,61
26/12/14,MountGinini,72,34
27/12/14,MountGinini,35,68
28/12/14,MountGinini,30,58
29/12/14,MountGinini,56,96
30/12/14,MountGinini,59,54
31/12/14,MountGinini,33,44
1/1/15,MountGinini,37,38
2/1/15,MountGinini,33,38
3/1/15,MountGinini,39,45
4/1/15,MountGinini,46,70
5/1/15,MountGinini,30,94
6/1/15,MountGinini,30,97
7/1/15,MountGinini,35,94
8/1/15,MountGinini,56,55
9/1/15,MountGinini,46,64
10/1/15,MountGinini,31,98
11/1/15,MountGinini,52,98
12/1/15,MountGinini,50,79
13/1/15,MountGinini,63,100
14/1/15,MountGinini,76,98
15/1/15,MountGinini,37,58
16/1/15,MountGinini,59,51
17/1/15,MountGinini,74,49
18/1/15,MountGinini,33,43
19/1/15,MountGinini,37,59
20/1/15,MountGinini,44,98
21/1/15,MountGinini,44,69
22/1/15,MountGinini,35,96
23/1/15,MountGinini,35,73
24/1/15,MountGinini,31,94
25/1/15,MountGinini,61,51
26/1/15,MountGinini,33,74
27/1/15,MountGinini,37,97
28/1/15,MountGinini,41,57
29/1/15,MountGinini,50,69
30/1/15,MountGinini,41,74
31/1/15,MountGinini,26,83
1/2/15,MountGinini,24,77
2/2/15,MountGinini,37,71
3/2/15,MountGinini,33,56
4/2/15,MountGinini,31,99
5/2/15,MountGinini,30,73
6/2/15,MountGinini,24,49
7/2/15,MountGinini,30,46
8/2/15,MountGinini,39,40
9/2/15,MountGinini,35,96
10/2/15,MountGinini,37,62
11/2/15,MountGinini,28,78
12/2/15,MountGinini,50,93
13/2/15,MountGinini,33,73
14/2/15,MountGinini,41,98
15/2/15,MountGinini,37,82
16/2/15,MountGinini,28,59
17/2/15,MountGinini,37,63
18/2/15,MountGinini,46,62
19/2/15,MountGinini,41,69
20/2/15,MountGinini,39,61
21/2/15,MountGinini,39,56
22/2/15,MountGinini,26,65
23/2/15,MountGinini,48,53
24/2/15,MountGinini,33,94
25/2/15,MountGinini,37,97
26/2/15,MountGinini,30,94
27/2/15,MountGinini,31,49
28/2/15,MountGinini,33,45
1/3/15,MountGinini,57,62
2/3/15,MountGinini,35,58
3/3/15,MountGinini,30,60
4/3/15,MountGinini,50,30
5/3/15,MountGinini,78,38
6/3/15,MountGinini,63,62
7/3/15,MountGinini,33,56
8/3/15,MountGinini,35,43
9/3/15,MountGinini,43,46
10/3/15,MountGinini,28,51
11/3/15,MountGinini,43,51
12/3/15,MountGinini,44,35
13/3/15,MountGinini,26,94
14/3/15,MountGinini,39,58
15/3/15,MountGinini,46,42
16/3/15,MountGinini,24,52
17/3/15,MountGinini,37,59
18/3/15,MountGinini,59,59
19/3/15,MountGinini,48,39
20/3/15,MountGinini,57,35
21/3/15,MountGinini,56,69
22/3/15,MountGinini,52,98
23/3/15,MountGinini,44,80
24/3/15,MountGinini,43,99
25/3/15,MountGinini,35,64
26/3/15,MountGinini,61,78
27/3/15,MountGinini,65,64
28/3/15,MountGinini,31,46
29/3/15,MountGinini,33,46
30/3/15,MountGinini,24,56
31/3/15,MountGinini,28,50
1/4/15,MountGinini,43,63
2/4/15,MountGinini,52,68
3/4/15,MountGinini,26,96
4/4/15,MountGinini,24,98
5/4/15,MountGinini,33,100
6/4/15,MountGinini,35,99
7/4/15,MountGinini,56,98
8/4/15,MountGinini,87,98
9/4/15,MountGinini,46,66
10/4/15,MountGinini,39,83
11/4/15,MountGinini,20,77
12/4/15,MountGinini,39,94
13/4/15,MountGinini,26,71
14/4/15,MountGinini,24,84
15/4/15,MountGinini,54,95
16/4/15,MountGinini,52,50
17/4/15,MountGinini,48,99
18/4/15,MountGinini,72,98
19/4/15,MountGinini,48,97
20/4/15,MountGinini,65,97
21/4/15,MountGinini,74,95
22/4/15,MountGinini,67,99
23/4/15,MountGinini,43,96
24/4/15,MountGinini,43,99
25/4/15,MountGinini,41,100
26/4/15,MountGinini,54,100
27/4/15,MountGinini,35,74
28/4/15,MountGinini,24,73
29/4/15,MountGinini,33,78
30/4/15,MountGinini,46,100
1/5/15,MountGinini,52,100
2/5/15,MountGinini,41,100
3/5/15,MountGinini,22,57
4/5/15,MountGinini,41,56
5/5/15,MountGinini,76,93
6/5/15,MountGinini,63,90
7/5/15,MountGinini,78,89
8/5/15,MountGinini,65,71
9/5/15,MountGinini,59,97
10/5/15,MountGinini,98,96
11/5/15,MountGinini,102,97
12/5/15,MountGinini,80,97
13/5/15,MountGinini,69,90
14/5/15,MountGinini,54,81
15/5/15,MountGinini,43,70
16/5/15,MountGinini,22,73
17/5/15,MountGinini,26,43
18/5/15,MountGinini,37,35
19/5/15,MountGinini,57,98
20/5/15,MountGinini,56,97
21/5/15,MountGinini,39,82
22/5/15,MountGinini,56,94
23/5/15,MountGinini,39,25
24/5/15,MountGinini,41,27
25/5/15,MountGinini,26,42
26/5/15,MountGinini,24,35
27/5/15,MountGinini,37,98
28/5/15,MountGinini,50,97
29/5/15,MountGinini,63,87
30/5/15,MountGinini,52,87
31/5/15,MountGinini,59,94
1/6/15,MountGinini,46,94
2/6/15,MountGinini,48,74
3/6/15,MountGinini,17,73
4/6/15,MountGinini,50,62
5/6/15,MountGinini,28,69
6/6/15,MountGinini,24,67
7/6/15,MountGinini,54,68
8/6/15,MountGinini,70,95
9/6/15,MountGinini,81,98
10/6/15,MountGinini,24,80
11/6/15,MountGinini,22,67
12/6/15,MountGinini,17,37
13/6/15,MountGinini,22,72
14/6/15,MountGinini,31,64
15/6/15,MountGinini,54,98
16/6/15,MountGinini,46,97
17/6/15,MountGinini,31,97
18/6/15,MountGinini,43,97
19/6/15,MountGinini,37,96
20/6/15,MountGinini,31,87
21/6/15,MountGinini,35,71
22/6/15,MountGinini,44,71
23/6/15,MountGinini,52,98
24/6/15,MountGinini,44,97
25/6/15,MountGinini,28,79
26/6/15,MountGinini,31,70
27/6/15,MountGinini,37,33
28/6/15,MountGinini,20,53
29/6/15,MountGinini,28,65
30/6/15,MountGinini,44,57
1/7/15,MountGinini,50,82
2/7/15,MountGinini,78,98
3/7/15,MountGinini,33,51
4/7/15,MountGinini,46,50
5/7/15,MountGinini,30,89
6/7/15,MountGinini,50,94
7/7/15,MountGinini,41,94
8/7/15,MountGinini,22,77
9/7/15,MountGinini,33,72
10/7/15,MountGinini,54,98
11/7/15,MountGinini,67,97
12/7/15,MountGinini,43,98
13/7/15,MountGinini,63,98
14/7/15,MountGinini,44,98
15/7/15,MountGinini,26,98
16/7/15,MountGinini,43,98
17/7/15,MountGinini,59,97
18/7/15,MountGinini,43,96
19/7/15,MountGinini,30,94
20/7/15,MountGinini,31,82
21/7/15,MountGinini,54,80
22/7/15,MountGinini,59,97
23/7/15,MountGinini,28,98
24/7/15,MountGinini,63,97
25/7/15,MountGinini,65,97
26/7/15,MountGinini,59,97
27/7/15,MountGinini,54,98
28/7/15,MountGinini,41,99
29/7/15,MountGinini,41,94
30/7/15,MountGinini,61,94
31/7/15,MountGinini,72,80
1/8/15,MountGinini,93,99
2/8/15,MountGinini,69,97
3/8/15,MountGinini,72,98
4/8/15,MountGinini,48,93
5/8/15,MountGinini,57,99
6/8/15,MountGinini,41,99
7/8/15,MountGinini,37,99
8/8/15,MountGinini,22,65
9/8/15,MountGinini,43,77
10/8/15,MountGinini,63,96
11/8/15,MountGinini,56,74
12/8/15,MountGinini,44,98
13/8/15,MountGinini,54,98
14/8/15,MountGinini,54,71
15/8/15,MountGinini,24,94
16/8/15,MountGinini,52,74
17/8/15,MountGinini,70,98
18/8/15,MountGinini,39,69
19/8/15,MountGinini,30,77
20/8/15,MountGinini,37,48
21/8/15,MountGinini,67,81
22/8/15,MountGinini,70,94
23/8/15,MountGinini,48,98
24/8/15,MountGinini,59,97
25/8/15,MountGinini,67,97
26/8/15,MountGinini,56,97
27/8/15,MountGinini,39,97
28/8/15,MountGinini,50,94
29/8/15,MountGinini,41,58
30/8/15,MountGinini,33,89
31/8/15,MountGinini,31,48
1/9/15,MountGinini,46,41
2/9/15,MountGinini,41,43
3/9/15,MountGinini,65,98
4/9/15,MountGinini,41,77
5/9/15,MountGinini,30,81
6/9/15,MountGinini,54,98
7/9/15,MountGinini,70,80
8/9/15,MountGinini,56,98
9/9/15,MountGinini,56,74
10/9/15,MountGinini,22,60
11/9/15,MountGinini,37,54
12/9/15,MountGinini,43,53
13/9/15,MountGinini,26,51
14/9/15,MountGinini,50,56
15/9/15,MountGinini,76,70
16/9/15,MountGinini,43,62
17/9/15,MountGinini,28,50
18/9/15,MountGinini,26,75
19/9/15,MountGinini,33,93
20/9/15,MountGinini,24,64
21/9/15,MountGinini,48,96
22/9/15,MountGinini,50,95
23/9/15,MountGinini,54,62
24/9/15,MountGinini,57,95
25/9/15,MountGinini,46,62
26/9/15,MountGinini,39,57
27/9/15,MountGinini,43,70
28/9/15,MountGinini,30,51
29/9/15,MountGinini,50,53
30/9/15,MountGinini,37,42
1/10/15,MountGinini,57,41
2/10/15,MountGinini,26,45
3/10/15,MountGinini,50,23
4/10/15,MountGinini,56,23
5/10/15,MountGinini,48,21
6/10/15,MountGinini,67,24
7/10/15,MountGinini,37,94
8/10/15,MountGinini,31,63
9/10/15,MountGinini,41,46
10/10/15,MountGinini,28,47
11/10/15,MountGinini,52,98
12/10/15,MountGinini,48,53
13/10/15,MountGinini,33,70
14/10/15,MountGinini,37,62
15/10/15,MountGinini,52,43
16/10/15,MountGinini,56,42
17/10/15,MountGinini,61,50
18/10/15,MountGinini,33,62
19/10/15,MountGinini,41,53
20/10/15,MountGinini,57,56
21/10/15,MountGinini,52,98
22/10/15,MountGinini,35,94
23/10/15,MountGinini,22,98
24/10/15,MountGinini,30,55
25/10/15,MountGinini,37,40
26/10/15,MountGinini,61,52
27/10/15,MountGinini,41,51
28/10/15,MountGinini,28,45
29/10/15,MountGinini,26,60
30/10/15,MountGinini,30,62
31/10/15,MountGinini,41,94
1/11/15,MountGinini,67,69
2/11/15,MountGinini,52,67
3/11/15,MountGinini,26,72
4/11/15,MountGinini,59,97
5/11/15,MountGinini,65,97
6/11/15,MountGinini,43,97
7/11/15,MountGinini,39,61
8/11/15,MountGinini,35,70
9/11/15,MountGinini,31,55
10/11/15,MountGinini,31,81
11/11/15,MountGinini,28,98
12/11/15,MountGinini,48,98
13/11/15,MountGinini,57,98
14/11/15,MountGinini,30,97
15/11/15,MountGinini,35,58
16/11/15,MountGinini,26,94
17/11/15,MountGinini,41,50
18/11/15,MountGinini,57,41
19/11/15,MountGinini,72,31
20/11/15,MountGinini,74,30
21/11/15,MountGinini,43,41
22/11/15,MountGinini,37,57
23/11/15,MountGinini,39,42
24/11/15,MountGinini,37,37
25/11/15,MountGinini,72,31
26/11/15,MountGinini,80,39
27/11/15,MountGinini,43,42
28/11/15,MountGinini,31,47
29/11/15,MountGinini,39,47
30/11/15,MountGinini,46,42
1/12/15,MountGinini,81,28
2/12/15,MountGinini,39,28
3/12/15,MountGinini,24,44
4/12/15,MountGinini,26,48
5/12/15,MountGinini,30,46
6/12/15,MountGinini,30,33
7/12/15,MountGinini,41,60
8/12/15,MountGinini,65,98
9/12/15,MountGinini,52,67
10/12/15,MountGinini,46,45
11/12/15,MountGinini,78,35
12/12/15,MountGinini,46,33
13/12/15,MountGinini,31,35
14/12/15,MountGinini,39,24
15/12/15,MountGinini,46,40
16/12/15,MountGinini,35,81
17/12/15,MountGinini,35,58
18/12/15,MountGinini,33,45
19/12/15,MountGinini,33,38
20/12/15,MountGinini,59,30
21/12/15,MountGinini,65,37
22/12/15,MountGinini,37,61
23/12/15,MountGinini,30,94
24/12/15,MountGinini,37,47
25/12/15,MountGinini,43,45
26/12/15,MountGinini,54,98
27/12/15,MountGinini,30,49
28/12/15,MountGinini,28,44
29/12/15,MountGinini,31,48
30/12/15,MountGinini,28,47
31/12/15,MountGinini,30,34
1/1/16,MountGinini,56,38
2/1/16,MountGinini,43,64
3/1/16,MountGinini,46,79
4/1/16,MountGinini,54,97
5/1/16,MountGinini,57,97
6/1/16,MountGinini,43,97
7/1/16,MountGinini,61,65
8/1/16,MountGinini,24,57
9/1/16,MountGinini,30,52
10/1/16,MountGinini,35,40
11/1/16,MountGinini,37,36
12/1/16,MountGinini,44,39
13/1/16,MountGinini,57,31
14/1/16,MountGinini,57,98
15/1/16,MountGinini,44,70
16/1/16,MountGinini,46,62
17/1/16,MountGinini,28,50
18/1/16,MountGinini,28,44
19/1/16,MountGinini,39,36
20/1/16,MountGinini,54,42
21/1/16,MountGinini,54,74
22/1/16,MountGinini,39,99
23/1/16,MountGinini,41,77
24/1/16,MountGinini,28,60
25/1/16,MountGinini,37,100
26/1/16,MountGinini,37,98
27/1/16,MountGinini,41,100
28/1/16,MountGinini,30,55
29/1/16,MountGinini,48,98
30/1/16,MountGinini,65,97
31/1/16,MountGinini,50,97
1/2/16,MountGinini,50,95
2/2/16,MountGinini,28,57
3/2/16,MountGinini,50,96
4/2/16,MountGinini,44,58
5/2/16,MountGinini,67,66
6/2/16,MountGinini,52,66
7/2/16,MountGinini,22,54
8/2/16,MountGinini,33,32
9/2/16,MountGinini,22,57
10/2/16,MountGinini,37,34
11/2/16,MountGinini,31,67
12/2/16,MountGinini,28,54
13/2/16,MountGinini,52,43
14/2/16,MountGinini,67,37
15/2/16,MountGinini,43,41
16/2/16,MountGinini,39,53
17/2/16,MountGinini,31,58
18/2/16,MountGinini,31,48
19/2/16,MountGinini,39,43
20/2/16,MountGinini,48,43
21/2/16,MountGinini,30,51
22/2/16,MountGinini,31,47
23/2/16,MountGinini,33,42
24/2/16,MountGinini,44,37
25/2/16,MountGinini,59,30
26/2/16,MountGinini,43,27
27/2/16,MountGinini,31,65
28/2/16,MountGinini,24,44
29/2/16,MountGinini,26,58
1/3/16,MountGinini,33,47
2/3/16,MountGinini,43,42
3/3/16,MountGinini,33,39
4/3/16,MountGinini,30,57
5/3/16,MountGinini,33,68
6/3/16,MountGinini,31,30
7/3/16,MountGinini,37,33
8/3/16,MountGinini,35,31
9/3/16,MountGinini,43,50
10/3/16,MountGinini,37,62
11/3/16,MountGinini,31,94
12/3/16,MountGinini,26,89
13/3/16,MountGinini,26,55
14/3/16,MountGinini,28,47
15/3/16,MountGinini,46,96
16/3/16,MountGinini,46,84
17/3/16,MountGinini,28,68
18/3/16,MountGinini,85,96
19/3/16,MountGinini,46,60
20/3/16,MountGinini,28,62
21/3/16,MountGinini,33,70
22/3/16,MountGinini,39,63
23/3/16,MountGinini,33,47
24/3/16,MountGinini,28,64
25/3/16,MountGinini,37,66
26/3/16,MountGinini,43,48
27/3/16,MountGinini,28,65
28/3/16,MountGinini,35,68
29/3/16,MountGinini,26,94
30/3/16,MountGinini,43,85
31/3/16,MountGinini,33,70
1/4/16,MountGinini,39,43
2/4/16,MountGinini,50,52
3/4/16,MountGinini,30,65
4/4/16,MountGinini,33,64
5/4/16,MountGinini,54,59
6/4/16,MountGinini,63,34
7/4/16,MountGinini,48,47
8/4/16,MountGinini,31,66
9/4/16,MountGinini,28,54
10/4/16,MountGinini,50,69
11/4/16,MountGinini,44,50
12/4/16,MountGinini,20,67
13/4/16,MountGinini,24,70
14/4/16,MountGinini,26,59
15/4/16,MountGinini,39,61
16/4/16,MountGinini,35,73
17/4/16,MountGinini,43,94
18/4/16,MountGinini,30,89
19/4/16,MountGinini,17,57
20/4/16,MountGinini,24,50
21/4/16,MountGinini,33,64
22/4/16,MountGinini,37,96
23/4/16,MountGinini,33,48
24/4/16,MountGinini,31,64
25/4/16,MountGinini,22,52
26/4/16,MountGinini,30,34
27/4/16,MountGinini,35,58
28/4/16,MountGinini,43,56
29/4/16,MountGinini,50,78
30/4/16,MountGinini,44,97
1/5/16,MountGinini,87,93
2/5/16,MountGinini,44,77
3/5/16,MountGinini,81,86
4/5/16,MountGinini,69,85
5/5/16,MountGinini,39,59
6/5/16,MountGinini,46,45
7/5/16,MountGinini,35,54
8/5/16,MountGinini,56,98
9/5/16,MountGinini,78,97
10/5/16,MountGinini,83,97
11/5/16,MountGinini,81,97
12/5/16,MountGinini,78,97
13/5/16,MountGinini,74,77
14/5/16,MountGinini,48,32
15/5/16,MountGinini,63,62
16/5/16,MountGinini,67,68
17/5/16,MountGinini,83,45
18/5/16,MountGinini,50,76
19/5/16,MountGinini,85,97
20/5/16,MountGinini,NA,65
21/5/16,MountGinini,22,32
22/5/16,MountGinini,50,58
23/5/16,MountGinini,87,74
24/5/16,MountGinini,65,66
25/5/16,MountGinini,52,82
26/5/16,MountGinini,59,97
27/5/16,MountGinini,65,96
28/5/16,MountGinini,44,84
29/5/16,MountGinini,41,69
30/5/16,MountGinini,30,73
31/5/16,MountGinini,43,97
1/6/16,MountGinini,37,97
2/6/16,MountGinini,24,95
3/6/16,MountGinini,48,98
4/6/16,MountGinini,81,97
5/6/16,MountGinini,65,97
6/6/16,MountGinini,59,97
7/6/16,MountGinini,52,96
8/6/16,MountGinini,57,96
9/6/16,MountGinini,93,96
10/6/16,MountGinini,69,97
11/6/16,MountGinini,69,95
12/6/16,MountGinini,30,66
13/6/16,MountGinini,28,59
14/6/16,MountGinini,41,39
15/6/16,MountGinini,22,26
16/6/16,MountGinini,44,89
17/6/16,MountGinini,57,98
18/6/16,MountGinini,26,98
19/6/16,MountGinini,70,98
20/6/16,MountGinini,72,98
21/6/16,MountGinini,72,97
22/6/16,MountGinini,67,98
23/6/16,MountGinini,65,98
24/6/16,MountGinini,61,98
25/6/16,MountGinini,26,98
26/6/16,MountGinini,19,95
27/6/16,MountGinini,41,82
28/6/16,MountGinini,43,91
29/6/16,MountGinini,43,81
30/6/16,MountGinini,57,98
1/7/16,MountGinini,43,99
2/7/16,MountGinini,50,98
3/7/16,MountGinini,35,90
4/7/16,MountGinini,37,31
5/7/16,MountGinini,39,100
6/7/16,MountGinini,57,100
7/7/16,MountGinini,56,99
8/7/16,MountGinini,33,100
9/7/16,MountGinini,17,100
10/7/16,MountGinini,52,100
11/7/16,MountGinini,78,100
12/7/16,MountGinini,89,100
13/7/16,MountGinini,74,98
14/7/16,MountGinini,61,100
15/7/16,MountGinini,52,63
16/7/16,MountGinini,15,66
17/7/16,MountGinini,28,79
18/7/16,MountGinini,61,98
19/7/16,MountGinini,50,98
20/7/16,MountGinini,35,96
21/7/16,MountGinini,43,98
22/7/16,MountGinini,107,98
23/7/16,MountGinini,94,99
24/7/16,MountGinini,50,99
25/7/16,MountGinini,50,100
26/7/16,MountGinini,59,100
27/7/16,MountGinini,52,100
28/7/16,MountGinini,56,100
29/7/16,MountGinini,52,100
30/7/16,MountGinini,39,NA
31/7/16,MountGinini,67,100
1/8/16,MountGinini,65,100
2/8/16,MountGinini,52,100
3/8/16,MountGinini,52,80
4/8/16,MountGinini,50,92
5/8/16,MountGinini,33,87
6/8/16,MountGinini,31,97
7/8/16,MountGinini,31,100
8/8/16,MountGinini,28,79
9/8/16,MountGinini,56,65
10/8/16,MountGinini,76,79
11/8/16,MountGinini,69,71
12/8/16,MountGinini,46,72
13/8/16,MountGinini,52,83
14/8/16,MountGinini,56,71
15/8/16,MountGinini,33,57
16/8/16,MountGinini,46,52
17/8/16,MountGinini,54,100
18/8/16,MountGinini,44,79
19/8/16,MountGinini,72,88
20/8/16,MountGinini,57,100
21/8/16,MountGinini,54,100
22/8/16,MountGinini,41,100
23/8/16,MountGinini,28,96
24/8/16,MountGinini,24,100
25/8/16,MountGinini,37,85
26/8/16,MountGinini,39,64
27/8/16,MountGinini,41,83
28/8/16,MountGinini,56,89
29/8/16,MountGinini,41,69
30/8/16,MountGinini,61,70
31/8/16,MountGinini,70,100
1/9/16,MountGinini,39,88
2/9/16,MountGinini,52,100
3/9/16,MountGinini,72,100
4/9/16,MountGinini,46,89
5/9/16,MountGinini,26,58
6/9/16,MountGinini,28,55
7/9/16,MountGinini,33,66
8/9/16,MountGinini,41,94
9/9/16,MountGinini,74,98
10/9/16,MountGinini,48,97
11/9/16,MountGinini,41,78
12/9/16,MountGinini,37,65
13/9/16,MountGinini,41,98
14/9/16,MountGinini,57,97
15/9/16,MountGinini,63,97
16/9/16,MountGinini,54,93
17/9/16,MountGinini,43,64
18/9/16,MountGinini,37,98
19/9/16,MountGinini,35,72
20/9/16,MountGinini,39,46
21/9/16,MountGinini,41,98
22/9/16,MountGinini,54,98
23/9/16,MountGinini,48,69
24/9/16,MountGinini,37,94
25/9/16,MountGinini,48,98
26/9/16,MountGinini,41,87
27/9/16,MountGinini,63,74
28/9/16,MountGinini,46,64
29/9/16,MountGinini,70,96
1/10/16,MountGinini,72,97
2/10/16,MountGinini,61,56
3/10/16,MountGinini,80,94
4/10/16,MountGinini,96,98
5/10/16,MountGinini,78,94
6/10/16,MountGinini,72,70
7/10/16,MountGinini,76,60
8/10/16,MountGinini,63,39
9/10/16,MountGinini,61,31
10/10/16,MountGinini,74,99
11/10/16,MountGinini,61,66
12/10/16,MountGinini,44,89
13/10/16,MountGinini,33,64
14/10/16,MountGinini,30,64
15/10/16,MountGinini,54,39
16/10/16,MountGinini,74,72
17/10/16,MountGinini,89,98
18/10/16,MountGinini,70,97
19/10/16,MountGinini,65,41
20/10/16,MountGinini,35,59
21/10/16,MountGinini,50,43
22/10/16,MountGinini,46,95
23/10/16,MountGinini,83,57
24/10/16,MountGinini,43,46
25/10/16,MountGinini,48,40
26/10/16,MountGinini,69,39
27/10/16,MountGinini,54,45
28/10/16,MountGinini,31,63
29/10/16,MountGinini,33,76
30/10/16,MountGinini,72,99
31/10/16,MountGinini,74,50
1/11/16,MountGinini,54,67
2/11/16,MountGinini,52,55
3/11/16,MountGinini,46,46
4/11/16,MountGinini,65,40
5/11/16,MountGinini,89,61
6/11/16,MountGinini,74,52
7/11/16,MountGinini,61,53
8/11/16,MountGinini,69,42
9/11/16,MountGinini,33,69
10/11/16,MountGinini,46,43
11/11/16,MountGinini,44,33
12/11/16,MountGinini,83,78
13/11/16,MountGinini,74,98
14/11/16,MountGinini,50,97
15/11/16,MountGinini,33,73
16/11/16,MountGinini,41,62
17/11/16,MountGinini,35,45
18/11/16,MountGinini,50,38
19/11/16,MountGinini,46,38
20/11/16,MountGinini,43,40
21/11/16,MountGinini,50,46
22/11/16,MountGinini,52,45
23/11/16,MountGinini,57,98
24/11/16,MountGinini,52,47
25/11/16,MountGinini,48,41
26/11/16,MountGinini,31,55
27/11/16,MountGinini,31,62
28/11/16,MountGinini,44,48
29/11/16,MountGinini,35,42
30/11/16,MountGinini,44,42
1/12/16,MountGinini,48,37
2/12/16,MountGinini,59,36
3/12/16,MountGinini,43,43
4/12/16,MountGinini,39,48
5/12/16,MountGinini,65,67
6/12/16,MountGinini,56,88
7/12/16,MountGinini,35,48
8/12/16,MountGinini,70,49
9/12/16,MountGinini,63,60
10/12/16,MountGinini,31,53
11/12/16,MountGinini,30,52
12/12/16,MountGinini,37,43
13/12/16,MountGinini,56,31
14/12/16,MountGinini,61,98
15/12/16,MountGinini,30,98
16/12/16,MountGinini,39,97
17/12/16,MountGinini,70,50
18/12/16,MountGinini,30,44
19/12/16,MountGinini,35,53
20/12/16,MountGinini,72,62
21/12/16,MountGinini,56,45
22/12/16,MountGinini,28,66
23/12/16,MountGinini,31,48
24/12/16,MountGinini,52,57
25/12/16,MountGinini,30,45
26/12/16,MountGinini,43,63
27/12/16,MountGinini,39,87
28/12/16,MountGinini,52,61
29/12/16,MountGinini,56,95
30/12/16,MountGinini,72,98
31/12/16,MountGinini,48,49
1/1/17,MountGinini,43,65
2/1/17,MountGinini,30,52
3/1/17,MountGinini,33,59
4/1/17,MountGinini,31,72
5/1/17,MountGinini,35,52
6/1/17,MountGinini,35,61
7/1/17,MountGinini,30,60
8/1/17,MountGinini,43,62
9/1/17,MountGinini,59,74
10/1/17,MountGinini,39,85
11/1/17,MountGinini,50,65
12/1/17,MountGinini,28,40
13/1/17,MountGinini,76,51
14/1/17,MountGinini,91,47
15/1/17,MountGinini,28,44
16/1/17,MountGinini,31,30
17/1/17,MountGinini,57,41
18/1/17,MountGinini,74,41
19/1/17,MountGinini,28,71
20/1/17,MountGinini,85,98
21/1/17,MountGinini,41,54
22/1/17,MountGinini,28,50
23/1/17,MountGinini,46,65
24/1/17,MountGinini,69,92
25/1/17,MountGinini,33,89
26/1/17,MountGinini,26,52
27/1/17,MountGinini,33,52
28/1/17,MountGinini,43,59
29/1/17,MountGinini,31,52
30/1/17,MountGinini,52,36
31/1/17,MountGinini,52,66
1/2/17,MountGinini,NA,69
2/2/17,MountGinini,46,30
3/2/17,MountGinini,30,29
4/2/17,MountGinini,39,30
5/2/17,MountGinini,54,80
6/2/17,MountGinini,74,70
7/2/17,MountGinini,46,98
8/2/17,MountGinini,54,98
9/2/17,MountGinini,41,64
10/2/17,MountGinini,48,41
11/2/17,MountGinini,59,45
12/2/17,MountGinini,70,96
13/2/17,MountGinini,54,54
14/2/17,MountGinini,22,46
15/2/17,MountGinini,37,53
16/2/17,MountGinini,31,35
17/2/17,MountGinini,52,48
18/2/17,MountGinini,44,64
19/2/17,MountGinini,44,45
20/2/17,MountGinini,52,57
21/2/17,MountGinini,30,38
22/2/17,MountGinini,37,38
23/2/17,MountGinini,43,29
24/2/17,MountGinini,33,30
25/2/17,MountGinini,35,97
26/2/17,MountGinini,35,55
27/2/17,MountGinini,48,84
28/2/17,MountGinini,37,66
1/3/17,MountGinini,35,65
2/3/17,MountGinini,41,37
3/3/17,MountGinini,54,90
4/3/17,MountGinini,46,97
5/3/17,MountGinini,41,78
6/3/17,MountGinini,35,52
7/3/17,MountGinini,37,55
8/3/17,MountGinini,46,74
9/3/17,MountGinini,37,46
10/3/17,MountGinini,37,30
11/3/17,MountGinini,35,50
12/3/17,MountGinini,50,33
13/3/17,MountGinini,61,64
14/3/17,MountGinini,69,99
15/3/17,MountGinini,69,98
16/3/17,MountGinini,46,86
17/3/17,MountGinini,56,73
18/3/17,MountGinini,56,98
19/3/17,MountGinini,54,98
20/3/17,MountGinini,30,75
21/3/17,MountGinini,37,98
22/3/17,MountGinini,35,97
23/3/17,MountGinini,39,97
24/3/17,MountGinini,37,94
25/3/17,MountGinini,30,99
26/3/17,MountGinini,24,70
27/3/17,MountGinini,44,69
28/3/17,MountGinini,41,23
29/3/17,MountGinini,50,19
30/3/17,MountGinini,37,58
31/3/17,MountGinini,46,48
1/4/17,MountGinini,41,34
2/4/17,MountGinini,28,88
3/4/17,MountGinini,41,97
4/4/17,MountGinini,44,88
5/4/17,MountGinini,33,61
6/4/17,MountGinini,24,70
7/4/17,MountGinini,22,43
8/4/17,MountGinini,35,69
9/4/17,MountGinini,76,98
10/4/17,MountGinini,74,97
11/4/17,MountGinini,57,81
12/4/17,MountGinini,31,95
13/4/17,MountGinini,31,67
14/4/17,MountGinini,43,48
15/4/17,MountGinini,35,60
16/4/17,MountGinini,48,71
17/4/17,MountGinini,31,58
18/4/17,MountGinini,31,60
19/4/17,MountGinini,30,57
20/4/17,MountGinini,28,65
21/4/17,MountGinini,31,98
22/4/17,MountGinini,35,96
23/4/17,MountGinini,20,97
24/4/17,MountGinini,31,84
25/4/17,MountGinini,83,100
26/4/17,MountGinini,56,99
27/4/17,MountGinini,39,77
28/4/17,MountGinini,31,67
29/4/17,MountGinini,30,74
30/4/17,MountGinini,41,82
1/5/17,MountGinini,59,87
2/5/17,MountGinini,46,99
3/5/17,MountGinini,35,66
4/5/17,MountGinini,30,73
5/5/17,MountGinini,37,72
6/5/17,MountGinini,63,98
7/5/17,MountGinini,83,42
8/5/17,MountGinini,39,75
9/5/17,MountGinini,30,50
10/5/17,MountGinini,31,60
